name,Category,mrp,selling_price,offer_percentage,delivery_time(MIN),quantity,scrape_date,scrape_time,location,Delivery_Charges(Handelling+Delivery),Period,Climate,Surge_charges,Platform,mrp_range,sp_range,Stock
fresho! Cucumber,Vegetable,33,20.0,39,13,500 g,2026-03-06,14:57:56,Gachibowli,21.0,Afternoon,Sunny,No,BigBasket,0-50,0-50,true
fresho! English Cucumber,Vegetable,43,34.4,20,13,500 g,2026-03-06,14:58:07,Gachibowli,21.0,Afternoon,Sunny,No,BigBasket,0-50,0-50,true
"fresho! Farm Eggs, Regular",Eggs,90,47.0,48,13,6 pcs,2026-03-06,14:58:19,Gachibowli,21.0,Afternoon,Sunny,No,BigBasket,51-100,0-50,true
fresho! Premium Large White Eggs - Protein & Vitamin Rich,Eggs,200,105.0,48,13,12 pcs,2026-03-06,14:58:29,Gachibowli,21.0,Afternoon,Sunny,No,BigBasket,101-200,101-200,true
"Farm Eggs-Medium, Brown",Eggs,115,69.0,40,14,6 pcs,2026-03-06,14:58:40,Gachibowli,21.0,Afternoon,Sunny,No,BigBasket,101-200,51-100,true
"fresho! Apple - Red Delicious, Premium",Fruit,404,323.2,20,14,4 pcs - (Approx. 600 g -700 g),2026-03-06,14:58:51,Gachibowli,21.0,Afternoon,Sunny,No,BigBasket,301-500,301-500,true
fresho! Baby Apple Shimla,Fruit,294,229.0,22,14,1 kg,2026-03-06,14:59:02,Gachibowli,21.0,Afternoon,Sunny,No,BigBasket,201-300,201-300,true
fresho! Apple - Green,Fruit,176,154.88,12,14,2 pcs - Approx. 260 g - 300 g,2026-03-06,14:59:13,Gachibowli,21.0,Afternoon,Sunny,No,BigBasket,101-200,101-200,true
fresho! Banana - Raw Green,Fruit,24,21.12,12,14,1 pcs,2026-03-06,14:59:24,Gachibowli,21.0,Afternoon,Sunny,No,BigBasket,0-50,0-50,true
fresho! Nagpur Orange,Fruit,129,79.0,39,14,1 kg - (Approx. 6 - 8 pcs),2026-03-06,14:59:35,Gachibowli,21.0,Afternoon,Sunny,No,BigBasket,101-200,51-100,true
fresho! Mini Orange Imported,Fruit,144,115.2,20,14,500 g,2026-03-06,14:59:46,Gachibowli,21.0,Afternoon,Sunny,No,BigBasket,101-200,101-200,true
fresho! Lemon,Vegetable,89,71.2,20,14,500 g,2026-03-06,15:00:01,Gachibowli,21.0,Afternoon,Sunny,No,BigBasket,51-100,51-100,true
"fresho! Chilli - Green Long, Medium",Vegetable,17,11.0,35,14,100 g,2026-03-06,15:00:12,Gachibowli,21.0,Afternoon,Sunny,No,BigBasket,0-50,0-50,true
fresho! Bottle Gourd,Vegetable,34,27.2,20,14,1 pc - (300 g - 450 g approx.),2026-03-06,15:00:24,Gachibowli,21.0,Afternoon,Sunny,No,BigBasket,0-50,0-50,true
Heritage Fresh Paneer,Paneer,115,101.0,12,11,200 g - Pouch,03-03-2026,23:20:38,Beeramguda,35.0,Night,Clear,No,BigBasket,101-200,101-200,true
Heritage Nourish High Protein Paneer,Paneer,0,0.0,0,0,0.0,03-03-2026,23:20:48,Beeramguda,0.0,Night,Clear,No,BigBasket,,0-50,false
Heritage Daily Health Toned Milk,Milk,0,0.0,0,0,0.0,03-03-2026,23:20:58,Beeramguda,0.0,Night,Clear,No,BigBasket,,0-50,false
Heritage Full Cream Milk,Milk,32,31.0,3,11,500 ml - Pouch,03-03-2026,23:21:08,Beeramguda,35.0,Night,Clear,No,BigBasket,0-50,0-50,true
Arokya Full Cream Milk,Milk,36,36.0,0,11,500 ml - Pouch,03-03-2026,23:21:19,Beeramguda,35.0,Night,Clear,No,BigBasket,0-50,0-50,true
Amul Taaza Toned Milk,Milk,0,0.0,0,0,0.0,03-03-2026,23:21:29,Beeramguda,0.0,Night,Clear,No,BigBasket,,0-50,false
Sids Farm Cow Milk,Milk,44,44.0,0,11,500 ml,03-03-2026,23:21:39,Beeramguda,35.0,Night,Clear,No,BigBasket,0-50,0-50,true
Sids Farm Buffalo A2 Milk,Milk,63,60.0,5,11,500 ml,03-03-2026,23:21:49,Beeramguda,35.0,Night,Clear,No,BigBasket,51-100,51-100,true
Amul Gold Homogenised Standardised,Milk,0,0.0,0,0,0.0,03-03-2026,23:21:58,Beeramguda,0.0,Night,Clear,No,BigBasket,,0-50,false
Amul Buffalo Milk,Milk,40,40.0,0,11,500 ml - Pouch,03-03-2026,23:22:08,Beeramguda,35.0,Night,Clear,No,BigBasket,0-50,0-50,true
Amul Taaza Homogenised Toned Milk,Milk,0,0.0,0,0,0.0,03-03-2026,23:22:17,Beeramguda,0.0,Night,Clear,No,BigBasket,,0-50,false
Amul Fresh Malai Paneer,Paneer,94,94.0,0,11,200 g - Pouch,03-03-2026,23:22:27,Beeramguda,35.0,Night,Clear,No,BigBasket,51-100,51-100,true
Super Cool Frozen Skinless Chicken Curry Cut,Chicken,160,160.0,0,14,450 g - Tray Pack,03-03-2026,23:22:36,Beeramguda,35.0,Night,Clear,No,BigBasket,101-200,101-200,true
fresho! Chicken Breast Boneless,Chicken,280,245.0,13,14,250 g,03-03-2026,23:22:46,Beeramguda,35.0,Night,Clear,No,BigBasket,201-300,201-300,true
Super Cool Frozen Skinless Chicken Drumsticks,Chicken,185,185.0,0,14,450 g - Tray Pack,03-03-2026,23:22:55,Beeramguda,35.0,Night,Clear,No,BigBasket,101-200,101-200,true
"fresho! Red Onion Skinned - Peeled, Small",Vegetable,0,0.0,0,0,0.0,03-03-2026,23:23:05,Beeramguda,0.0,Night,Clear,No,BigBasket,,0-50,false
fresho! Onion - Organically Grown,Vegetable,46,31.0,33,14,1 kg,03-03-2026,23:23:15,Beeramguda,35.0,Night,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Local, Organically Grown",Vegetable,25,19.0,24,14,500 g,03-03-2026,23:23:25,Beeramguda,35.0,Night,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Hybrid, Organically Grown",Vegetable,0,0.0,0,0,0.0,03-03-2026,23:23:36,Beeramguda,0.0,Night,Clear,No,BigBasket,,0-50,false
fresho! Hybrid Tomato,Vegetable,52,41.6,20,14,1 kg,03-03-2026,23:23:50,Beeramguda,35.0,Night,Clear,No,BigBasket,51-100,0-50,true
FreshtoHome Premium Tender Goat Curry Cut,Meat,0,0.0,0,0,0.0,03-03-2026,23:24:00,Beeramguda,0.0,Night,Clear,No,BigBasket,,0-50,false
fresho! Goat Meat Curry Cut,Meat,600,509.0,15,14,500 g,03-03-2026,23:24:09,Beeramguda,35.0,Night,Clear,No,BigBasket,500+,500+,true
fresho! Potato,Vegetable,44,27.0,39,14,1 kg,03-03-2026,23:24:20,Beeramguda,35.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! Potato - Organically Grown,Vegetable,77,35.5,54,14,1 kg,03-03-2026,23:24:30,Beeramguda,35.0,Night,Clear,No,BigBasket,51-100,0-50,true
fresho! Carrot  ,Vegetable,0,0.0,0,0,0.0,03-03-2026,23:24:40,Beeramguda,0.0,Night,Clear,No,BigBasket,,0-50,false
fresho! Beetroot,Vegetable,28,22.4,20,13,500 g,03-03-2026,23:24:51,Beeramguda,35.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! Cucumber,Vegetable,31,17.5,44,13,500 g,03-03-2026,23:25:03,Beeramguda,35.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! English Cucumber,Vegetable,44,35.2,20,13,500 g,03-03-2026,23:25:14,Beeramguda,35.0,Night,Clear,No,BigBasket,0-50,0-50,true
"fresho! Farm Eggs, Regular",Eggs,90,48.0,47,13,6 pcs,03-03-2026,23:25:24,Beeramguda,35.0,Night,Clear,No,BigBasket,51-100,0-50,true
fresho! Premium Large White Eggs - Protein & Vitamin Rich,Eggs,200,110.0,45,13,12 pcs,03-03-2026,23:25:34,Beeramguda,35.0,Night,Clear,No,BigBasket,101-200,101-200,true
"Farm Eggs-Medium, Brown",Eggs,0,0.0,0,0,0.0,03-03-2026,23:25:45,Beeramguda,0.0,Night,Clear,No,BigBasket,,0-50,false
"fresho! Apple - Red Delicious, Premium",Fruit,404,277.0,31,13,4 pcs - (Approx. 600 g -700 g),03-03-2026,23:25:55,Beeramguda,35.0,Night,Clear,No,BigBasket,301-500,201-300,true
fresho! Baby Apple Shimla,Fruit,291,210.0,28,13,1 kg,03-03-2026,23:26:04,Beeramguda,35.0,Night,Clear,No,BigBasket,201-300,201-300,true
fresho! Apple - Green,Fruit,209,183.92,12,13,2 pcs - Approx. 260 g - 300 g,03-03-2026,23:26:15,Beeramguda,35.0,Night,Clear,No,BigBasket,201-300,101-200,true
fresho! Banana - Raw Green,Fruit,24,21.12,12,13,1 pcs,03-03-2026,23:26:25,Beeramguda,35.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! Nagpur Orange,Fruit,119,79.0,34,13,1 kg - (Approx. 6 - 8 pcs),03-03-2026,23:26:35,Beeramguda,35.0,Night,Clear,No,BigBasket,101-200,51-100,true
fresho! Mini Orange Imported,Fruit,154,84.0,45,12,500 g,03-03-2026,23:26:45,Beeramguda,35.0,Night,Clear,No,BigBasket,101-200,51-100,true
fresho! Lemon,Vegetable,43,34.4,20,12,250 g,03-03-2026,23:26:57,Beeramguda,35.0,Night,Clear,No,BigBasket,0-50,0-50,true
"fresho! Chilli - Green Long, Medium",Vegetable,17,9.0,47,12,100 g,03-03-2026,23:27:07,Beeramguda,35.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! Bottle Gourd,Vegetable,34,27.2,20,12,1 pc - (300 g - 450 g approx.),03-03-2026,23:27:18,Beeramguda,35.0,Night,Clear,No,BigBasket,0-50,0-50,true
Heritage Fresh Paneer,Paneer,115,101.0,12,7,200 g - Pouch,2026-03-04,08:40:07,Beeramguda,21.0,Morning,Clear,No,BigBasket,101-200,101-200,true
Heritage Nourish High Protein Paneer,Paneer,0,0.0,0,7,0.0,2026-03-04,08:40:16,Beeramguda,0.0,Morning,Clear,No,BigBasket,,0-50,false
Heritage Daily Health Toned Milk,Milk,32,32.0,0,7,500 ml - Pouch,2026-03-04,08:40:26,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
Heritage Full Cream Milk,Milk,42,40.0,5,7,500 ml,2026-03-04,08:40:36,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
Arokya Full Cream Milk,Milk,42,40.0,5,7,500 ml,2026-03-04,08:40:47,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
Amul Taaza Toned Milk,Milk,75,75.0,0,7,1 L - Carton,2026-03-04,08:40:57,Beeramguda,21.0,Morning,Clear,No,BigBasket,51-100,51-100,true
Sids Farm Cow Milk,Milk,44,44.0,0,7,500 ml,2026-03-04,08:41:10,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
Sids Farm Buffalo A2 Milk,Milk,63,60.0,5,7,500 ml,2026-03-04,08:41:22,Beeramguda,21.0,Morning,Clear,No,BigBasket,51-100,51-100,true
Amul Gold Homogenised Standardised,Milk,0,0.0,0,7,0.0,2026-03-04,08:41:32,Beeramguda,0.0,Morning,Clear,No,BigBasket,,0-50,false
Amul Buffalo Milk,Milk,40,40.0,0,7,500 ml - Pouch,2026-03-04,08:41:42,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
Amul Taaza Homogenised Toned Milk,Milk,75,75.0,0,7,1 L - Carton,2026-03-04,08:41:52,Beeramguda,21.0,Morning,Clear,No,BigBasket,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,130,130.0,0,7,200 g,2026-03-04,08:42:02,Beeramguda,21.0,Morning,Clear,No,BigBasket,101-200,101-200,true
Super Cool Frozen Skinless Chicken Curry Cut,Chicken,160,160.0,0,7,450 g - Tray Pack,2026-03-04,08:42:11,Beeramguda,21.0,Morning,Clear,No,BigBasket,101-200,101-200,true
fresho! Chicken Breast Boneless,Chicken,280,245.0,13,7,250 g,2026-03-04,08:42:21,Beeramguda,21.0,Morning,Clear,No,BigBasket,201-300,201-300,true
Super Cool Frozen Skinless Chicken Drumsticks,Chicken,185,185.0,0,7,450 g - Tray Pack,2026-03-04,08:42:31,Beeramguda,21.0,Morning,Clear,No,BigBasket,101-200,101-200,true
"fresho! Red Onion Skinned - Peeled, Small",Vegetable,0,0.0,0,7,0.0,2026-03-04,08:42:40,Beeramguda,0.0,Morning,Clear,No,BigBasket,,0-50,false
fresho! Onion - Organically Grown,Vegetable,46,31.0,33,7,1 kg,2026-03-04,08:42:50,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Local, Organically Grown",Vegetable,25,19.0,24,7,500 g,2026-03-04,08:43:00,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Hybrid, Organically Grown",Vegetable,31,24.8,20,7,500 g,2026-03-04,08:43:11,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
fresho! Hybrid Tomato,Vegetable,52,41.6,20,7,1 kg,2026-03-04,08:43:21,Beeramguda,21.0,Morning,Clear,No,BigBasket,51-100,0-50,true
FreshtoHome Premium Tender Goat Curry Cut,Meat,0,0.0,0,7,0.0,2026-03-04,08:43:30,Beeramguda,0.0,Morning,Clear,No,BigBasket,,0-50,false
fresho! Goat Meat Curry Cut,Meat,600,509.0,15,7,500 g,2026-03-04,08:43:40,Beeramguda,21.0,Morning,Clear,No,BigBasket,500+,500+,true
fresho! Potato,Vegetable,44,25.0,43,7,1 kg,2026-03-04,08:43:51,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
fresho! Potato - Organically Grown,Vegetable,77,32.5,58,7,1 kg,2026-03-04,08:44:00,Beeramguda,21.0,Morning,Clear,No,BigBasket,51-100,0-50,true
fresho! Carrot  ,Vegetable,19,7.5,61,7,250 g,2026-03-04,08:44:10,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
fresho! Beetroot,Vegetable,28,22.4,20,7,500 g,2026-03-04,08:44:25,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
fresho! Cucumber,Vegetable,31,17.5,44,7,500 g,2026-03-04,08:44:36,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
fresho! English Cucumber,Vegetable,44,35.2,20,7,500 g,2026-03-04,08:44:46,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
"fresho! Farm Eggs, Regular",Eggs,90,48.0,47,7,6 pcs,2026-03-04,08:44:56,Beeramguda,21.0,Morning,Clear,No,BigBasket,51-100,0-50,true
fresho! Premium Large White Eggs - Protein & Vitamin Rich,Eggs,200,110.0,45,7,12 pcs,2026-03-04,08:45:05,Beeramguda,21.0,Morning,Clear,No,BigBasket,101-200,101-200,true
"Farm Eggs-Medium, Brown",Eggs,115,69.0,40,7,6 pcs,2026-03-04,08:45:15,Beeramguda,21.0,Morning,Clear,No,BigBasket,101-200,51-100,true
"fresho! Apple - Red Delicious, Premium",Fruit,404,277.0,31,7,4 pcs - (Approx. 600 g -700 g),2026-03-04,08:45:25,Beeramguda,21.0,Morning,Clear,No,BigBasket,301-500,201-300,true
fresho! Baby Apple Shimla,Fruit,291,210.0,28,7,1 kg,2026-03-04,08:45:34,Beeramguda,21.0,Morning,Clear,No,BigBasket,201-300,201-300,true
fresho! Apple - Green,Fruit,209,183.92,12,7,2 pcs - Approx. 260 g - 300 g,2026-03-04,08:45:43,Beeramguda,21.0,Morning,Clear,No,BigBasket,201-300,101-200,true
fresho! Banana - Raw Green,Fruit,24,21.12,12,7,1 pcs,2026-03-04,08:45:53,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
fresho! Nagpur Orange,Fruit,119,79.0,34,7,1 kg - (Approx. 6 - 8 pcs),2026-03-04,08:46:03,Beeramguda,21.0,Morning,Clear,No,BigBasket,101-200,51-100,true
fresho! Mini Orange Imported,Fruit,154,123.2,20,7,500 g,2026-03-04,08:46:13,Beeramguda,21.0,Morning,Clear,No,BigBasket,101-200,101-200,true
fresho! Lemon,Vegetable,85,68.0,20,7,500 g,2026-03-04,08:46:23,Beeramguda,21.0,Morning,Clear,No,BigBasket,51-100,51-100,true
"fresho! Chilli - Green Long, Medium",Vegetable,17,9.0,47,7,100 g,2026-03-04,08:46:33,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
fresho! Bottle Gourd,Vegetable,34,27.2,20,7,1 pc - (300 g - 450 g approx.),2026-03-04,08:46:44,Beeramguda,21.0,Morning,Clear,No,BigBasket,0-50,0-50,true
Heritage Fresh Paneer,Paneer,115,101.0,12,22,200 g - Pouch,2026-03-04,14:47:26,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,101-200,101-200,true
Heritage Nourish High Protein Paneer,Paneer,0,0.0,0,0,0.0,2026-03-04,14:47:35,Beeramguda,0.0,Afternoon,Clear,No,BigBasket,,0-50,false
Heritage Daily Health Toned Milk,Milk,32,32.0,0,22,500 ml - Pouch,2026-03-04,14:47:45,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
Heritage Full Cream Milk,Milk,32,32.0,0,22,500 ml - Pouch,2026-03-04,14:47:55,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
Arokya Full Cream Milk,Milk,36,36.0,0,22,500 ml - Pouch,2026-03-04,14:48:06,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
Amul Taaza Toned Milk,Milk,75,75.0,0,22,1 L - Carton,2026-03-04,14:48:16,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,51-100,51-100,true
Sids Farm Cow Milk,Milk,44,44.0,0,22,500 ml,2026-03-04,14:48:27,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
Sids Farm Buffalo A2 Milk,Milk,311,311.0,0,22,200 g,2026-03-04,14:48:37,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,301-500,301-500,true
Amul Gold Homogenised Standardised,Milk,0,0.0,0,0,0.0,2026-03-04,14:48:47,Beeramguda,0.0,Afternoon,Clear,No,BigBasket,,0-50,false
Amul Buffalo Milk,Milk,40,40.0,0,22,500 ml - Pouch,2026-03-04,14:48:56,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
Amul Taaza Homogenised Toned Milk,Milk,75,75.0,0,22,1 L - Carton,2026-03-04,14:49:06,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,94,94.0,0,22,200 g - Pouch,2026-03-04,14:49:16,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,51-100,51-100,true
Super Cool Frozen Skinless Chicken Curry Cut,Chicken,160,160.0,0,22,450 g - Tray Pack,2026-03-04,14:49:26,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,101-200,101-200,true
fresho! Chicken Breast Boneless,Chicken,280,245.0,13,22,250 g,2026-03-04,14:49:36,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,201-300,201-300,true
Super Cool Frozen Skinless Chicken Drumsticks,Chicken,185,185.0,0,22,450 g - Tray Pack,2026-03-04,14:49:45,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,101-200,101-200,true
"fresho! Red Onion Skinned - Peeled, Small",Vegetable,0,0.0,0,0,0.0,2026-03-04,14:49:55,Beeramguda,0.0,Afternoon,Clear,No,BigBasket,,0-50,false
fresho! Onion - Organically Grown,Vegetable,46,31.0,33,22,1 kg,2026-03-04,14:50:04,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Local, Organically Grown",Vegetable,16,12.8,20,22,500 g,2026-03-04,14:50:14,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Hybrid, Organically Grown",Vegetable,31,24.8,20,22,500 g,2026-03-04,14:50:24,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
fresho! Hybrid Tomato,Vegetable,52,41.6,20,20,1 kg,2026-03-04,14:50:35,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,51-100,0-50,true
FreshtoHome Premium Tender Goat Curry Cut,Meat,0,0.0,0,0,0.0,2026-03-04,14:50:44,Beeramguda,0.0,Afternoon,Clear,No,BigBasket,,0-50,false
fresho! Goat Meat Curry Cut,Meat,600,509.0,15,20,500 g,2026-03-04,14:50:54,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,500+,500+,true
fresho! Potato,Vegetable,42,25.0,40,20,1 kg,2026-03-04,14:51:04,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
fresho! Potato - Organically Grown,Vegetable,77,32.5,58,20,1 kg,2026-03-04,14:51:14,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,51-100,0-50,true
fresho! Carrot  ,Vegetable,19,10.0,47,20,250 g,2026-03-04,14:51:24,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
fresho! Beetroot,Vegetable,32,25.6,20,20,500 g,2026-03-04,14:51:33,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
fresho! Cucumber,Vegetable,31,18.5,40,20,500 g,2026-03-04,14:51:43,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
fresho! English Cucumber,Vegetable,46,36.8,20,20,500 g,2026-03-04,14:51:53,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
"fresho! Farm Eggs, Regular",Eggs,90,48.0,47,20,6 pcs,2026-03-04,14:52:03,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,51-100,0-50,true
fresho! Premium Large White Eggs - Protein & Vitamin Rich,Eggs,200,110.0,45,20,12 pcs,2026-03-04,14:52:12,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,101-200,101-200,true
"Farm Eggs-Medium, Brown",Eggs,115,69.0,40,20,6 pcs,2026-03-04,14:52:22,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,101-200,51-100,true
"fresho! Apple - Red Delicious, Premium",Fruit,404,323.2,20,20,4 pcs - (Approx. 600 g -700 g),2026-03-04,14:52:32,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,301-500,301-500,true
fresho! Baby Apple Shimla,Fruit,291,210.0,28,20,1 kg,2026-03-04,14:52:42,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,201-300,201-300,true
fresho! Apple - Green,Fruit,178,156.64,12,20,2 pcs - Approx. 260 g - 300 g,2026-03-04,14:52:51,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,101-200,101-200,true
fresho! Banana - Raw Green,Fruit,24,21.12,12,20,1 pcs,2026-03-04,14:53:01,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
fresho! Nagpur Orange,Fruit,119,79.0,34,20,1 kg - (Approx. 6 - 8 pcs),2026-03-04,14:53:11,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,101-200,51-100,true
fresho! Mini Orange Imported,Fruit,154,123.2,20,20,500 g,2026-03-04,14:53:20,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,101-200,101-200,true
fresho! Lemon,Vegetable,31,23.5,24,20,150 g,2026-03-04,14:53:31,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
"fresho! Chilli - Green Long, Medium",Vegetable,17,12.0,29,20,100 g,2026-03-04,14:53:41,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
fresho! Bottle Gourd,Vegetable,34,27.2,20,20,1 pc - (300 g - 450 g approx.),2026-03-04,14:53:51,Beeramguda,21.0,Afternoon,Clear,No,BigBasket,0-50,0-50,true
Heritage Fresh Paneer,Paneer,120,101.0,16,10,200 g - Pouch,2026-03-04,20:12:29,Beeramguda,21.0,Evening,Clear,No,BigBasket,101-200,101-200,true
Heritage Nourish High Protein Paneer,Paneer,150,125.0,17,10,240 g - Pouch,2026-03-04,20:12:40,Beeramguda,21.0,Evening,Clear,No,BigBasket,101-200,101-200,true
Heritage Daily Health Toned Milk,Milk,32,32.0,0,10,500 ml - Pouch,2026-03-04,20:12:51,Beeramguda,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
Heritage Full Cream Milk,Milk,42,40.0,5,10,500 ml,2026-03-04,20:13:07,Beeramguda,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
Arokya Full Cream Milk,Milk,85,85.0,0,10,1 L,2026-03-04,20:13:23,Beeramguda,21.0,Evening,Clear,No,BigBasket,51-100,51-100,true
Amul Taaza Toned Milk,Milk,75,75.0,0,10,1 L - Carton,2026-03-04,20:13:36,Beeramguda,21.0,Evening,Clear,No,BigBasket,51-100,51-100,true
Sids Farm Cow Milk,Milk,44,44.0,0,10,500 ml,2026-03-04,20:13:54,Beeramguda,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
Sids Farm Buffalo A2 Milk,Milk,60,60.0,0,10,500 ml,2026-03-04,20:14:06,Beeramguda,21.0,Evening,Clear,No,BigBasket,51-100,51-100,true
Amul Gold Homogenised Standardised,Milk,80,80.0,0,10,1 L,2026-03-04,20:14:17,Beeramguda,21.0,Evening,Clear,No,BigBasket,51-100,51-100,true
Amul Buffalo Milk,Milk,88,88.0,0,10,1 L - Tetra Pak,2026-03-04,20:14:29,Beeramguda,21.0,Evening,Clear,No,BigBasket,51-100,51-100,true
Amul Taaza Homogenised Toned Milk,Milk,75,75.0,0,10,1 L - Carton,2026-03-04,20:14:40,Beeramguda,21.0,Evening,Clear,No,BigBasket,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,76,76.0,0,10,200 g - Pouch,2026-03-04,20:14:52,Beeramguda,21.0,Evening,Clear,No,BigBasket,51-100,51-100,true
Super Cool Frozen Skinless Chicken Curry Cut,Chicken,152,152.0,0,10,450 g - Tray Pack,2026-03-04,20:15:03,Beeramguda,21.0,Evening,Clear,No,BigBasket,101-200,101-200,true
fresho! Chicken Breast Boneless,Chicken,1026,789.0,23,10,1 kg - (4-6 pcs),2026-03-04,20:15:16,Beeramguda,21.0,Evening,Clear,No,BigBasket,,500+,true
Super Cool Frozen Skinless Chicken Drumsticks,Chicken,185,185.0,0,10,450 g - Tray Pack,2026-03-04,20:15:28,Beeramguda,21.0,Evening,Clear,No,BigBasket,101-200,101-200,true
"fresho! Red Onion Skinned - Peeled, Small",Vegetable,109,82.84,24,10,1 kg,2026-03-04,20:15:39,Beeramguda,21.0,Evening,Clear,No,BigBasket,101-200,51-100,true
fresho! Onion - Organically Grown,Vegetable,39,30.0,23,10,1 kg,2026-03-04,20:15:50,Beeramguda,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Local, Organically Grown",Vegetable,31,23.56,24,10,1 kg,2026-03-04,20:16:02,Beeramguda,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Hybrid, Organically Grown",Vegetable,48,34.5,28,10,1 kg,2026-03-04,20:16:13,Beeramguda,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
fresho! Hybrid Tomato,Vegetable,37,28.0,24,10,1 kg,2026-03-04,20:16:25,Beeramguda,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
FreshtoHome Premium Tender Goat Curry Cut,Meat,549,549.0,0,10,480 g,2026-03-04,20:16:37,Beeramguda,21.0,Evening,Clear,No,BigBasket,500+,500+,true
fresho! Goat Meat Curry Cut,Meat,600,509.0,15,10,500 g,2026-03-04,20:16:52,Beeramguda,21.0,Evening,Clear,No,BigBasket,500+,500+,true
fresho! Potato,Vegetable,25,10.0,60,10,500 g,2026-03-04,20:17:08,Beeramguda,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
